Index,Date,Season,Year,Month,Holiday,Weekday,WorkingDay,Weather,Temp,ATemp,Humidity,WindSpeed,Casual,Registered,Count,,
212,7/31/2011,3,2011,7,0,7,0,1,33,36,48.1,11,1524,2778,4302,,
213,8/1/2011,3,2011,8,0,1,1,1,32,35,55.1,10.5,729,3537,4266,,
214,8/2/2011,3,2011,8,0,2,1,1,32,35,49.1,13.8,801,4044,4845,,
215,8/3/2011,3,2011,8,0,3,1,2,30,34,65.8,9.1,467,3107,3574,,
216,8/4/2011,3,2011,8,0,4,1,2,29,33,75.8,13.2,799,3777,4576,,
217,8/5/2011,3,2011,8,0,5,1,1,29,33,63.1,12.4,1023,3843,4866,,
218,8/6/2011,3,2011,8,0,6,0,2,29,34,75.5,15.3,1521,2773,4294,,
219,8/7/2011,3,2011,8,0,7,0,1,30,36,75.3,13.5,1298,2487,3785,,
220,8/8/2011,3,2011,8,0,1,1,1,31,35,59.2,12.9,846,3480,4326,,
221,8/9/2011,3,2011,8,0,2,1,1,32,36,57,10.1,907,3695,4602,,
222,8/10/2011,3,2011,8,0,3,1,1,31,34,42.4,13.4,884,3896,4780,,
223,8/11/2011,3,2011,8,0,4,1,1,29,33,42.4,11,812,3980,4792,,
224,8/12/2011,3,2011,8,0,5,1,1,29,33,41.5,8.4,1051,3854,4905,,
225,8/13/2011,3,2011,8,0,6,0,2,28,32,73,14.2,1504,2646,4150,,
226,8/14/2011,3,2011,8,0,7,0,2,28,31,81.8,14.9,1338,2482,3820,,
227,8/15/2011,3,2011,8,0,1,1,1,27,31,71.2,14,775,3563,4338,,
228,8/16/2011,3,2011,8,0,2,1,1,29,32,57.8,15.8,721,4004,4725,,
229,8/17/2011,3,2011,8,0,3,1,1,30,33,57.5,9.6,668,4026,4694,,
230,8/18/2011,3,2011,8,0,4,1,1,29,33,65.5,15.6,639,3166,3805,,
231,8/19/2011,3,2011,8,0,5,1,2,28,32,72.3,9.3,797,3356,4153,,
232,8/20/2011,3,2011,8,0,6,0,1,29,32,67.4,7,1914,3277,5191,,
233,8/21/2011,3,2011,8,0,7,0,1,29,34,77,16.7,1249,2624,3873,,
234,8/22/2011,3,2011,8,0,1,1,1,28,32,47,18.5,833,3925,4758,,
235,8/23/2011,3,2011,8,0,2,1,1,26,30,45.5,9.8,1281,4614,5895,,
236,8/24/2011,3,2011,8,0,3,1,1,28,32,60.5,17,949,4181,5130,,
237,8/25/2011,3,2011,8,0,4,1,2,28,32,77.2,14.1,435,3107,3542,,
238,8/26/2011,3,2011,8,0,5,1,1,29,33,76.1,5.6,768,3893,4661,,
239,8/27/2011,3,2011,8,0,6,0,2,28,32,85,25.2,226,889,1115,,
240,8/28/2011,3,2011,8,0,7,0,1,29,32,56.2,20.4,1415,2919,4334,,
241,8/29/2011,3,2011,8,0,1,1,1,26,30,55.5,10.7,729,3905,4634,,
242,8/30/2011,3,2011,8,0,2,1,1,26,30,54.8,8.4,775,4429,5204,,
243,8/31/2011,3,2011,8,0,3,1,1,27,31,59.8,5.6,688,4370,5058,,
244,9/1/2011,3,2011,9,0,4,1,1,27,31,63.9,9.5,783,4332,5115,,
245,9/2/2011,3,2011,9,0,5,1,2,26,30,72.7,9.4,875,3852,4727,,
246,9/3/2011,3,2011,9,0,6,0,1,27,32,71.7,12.4,1935,2549,4484,,
247,9/4/2011,3,2011,9,0,7,0,1,29,33,74.2,13.8,2521,2419,4940,,
248,9/5/2011,3,2011,9,1,1,0,2,28,31,79,14.3,1236,2115,3351,,
249,9/6/2011,3,2011,9,0,2,1,3,22,26,88.7,23,204,2506,2710,,
250,9/7/2011,3,2011,9,0,3,1,3,25,27,91.7,6.5,118,1878,1996,,
251,9/8/2011,3,2011,9,0,4,1,3,26,28,94,12.9,153,1689,1842,,
252,9/9/2011,3,2011,9,0,5,1,2,27,29,89.8,8.3,417,3127,3544,,
253,9/10/2011,3,2011,9,0,6,0,1,27,30,75.4,10.3,1750,3595,5345,,
254,9/11/2011,3,2011,9,0,7,0,1,27,30,71.4,7.7,1633,3413,5046,,
255,9/12/2011,3,2011,9,0,1,1,1,26,30,69.2,6,690,4023,4713,,
256,9/13/2011,3,2011,9,0,2,1,1,27,30,71.3,9.5,701,4062,4763,,
257,9/14/2011,3,2011,9,0,3,1,1,28,31,69.7,11.2,647,4138,4785,,
258,9/15/2011,3,2011,9,0,4,1,2,24,28,70.9,18.2,428,3231,3659,,
259,9/16/2011,3,2011,9,0,5,1,2,19,23,59,11,742,4018,4760,,
260,9/17/2011,3,2011,9,0,6,0,2,20,24,71.8,12.7,1434,3077,4511,,
261,9/18/2011,3,2011,9,0,7,0,1,21,25,69.5,12,1353,2921,4274,,
262,9/19/2011,3,2011,9,0,1,1,2,23,26,69,10.2,691,3848,4539,,
263,9/20/2011,3,2011,9,0,2,1,2,23,27,88.1,9,438,3203,3641,,
264,9/21/2011,3,2011,9,0,3,1,2,24,28,90,6.5,539,3813,4352,,
265,9/22/2011,3,2011,9,0,4,1,2,26,28,90.2,8.6,555,4240,4795,,
266,9/23/2011,4,2011,9,0,5,1,2,25,26,97.3,5.3,258,2137,2395,,
267,9/24/2011,4,2011,9,0,6,0,2,25,28,86.3,5.3,1776,3647,5423,,
268,9/25/2011,4,2011,9,0,7,0,2,26,29,84.5,3.4,1544,3466,5010,,
269,9/26/2011,4,2011,9,0,1,1,2,27,29,84.8,7.4,684,3946,4630,,
270,9/27/2011,4,2011,9,0,2,1,2,26,29,88.5,7.9,477,3643,4120,,
271,9/28/2011,4,2011,9,0,3,1,2,26,29,84.9,10,480,3427,3907,,
272,9/29/2011,4,2011,9,0,4,1,1,25,29,69.9,11.6,653,4186,4839,,
273,9/30/2011,4,2011,9,0,5,1,1,23,27,64.8,13.8,830,4372,5202,,
274,10/1/2011,4,2011,10,0,6,0,2,17,21,75.4,19.6,480,1949,2429,,
275,10/2/2011,4,2011,10,0,7,0,2,15,17,79.2,14.9,616,2302,2918,,
276,10/3/2011,4,2011,10,0,1,1,2,16,20,76.1,5.6,330,3240,3570,,
277,10/4/2011,4,2011,10,0,2,1,1,20,24,71,13.8,486,3970,4456,,
278,10/5/2011,4,2011,10,0,3,1,1,22,26,64.8,11.9,559,4267,4826,,
279,10/6/2011,4,2011,10,0,4,1,1,20,24,62.1,9,639,4126,4765,,
280,10/7/2011,4,2011,10,0,5,1,1,21,25,68.4,1.5,949,4036,4985,,
281,10/8/2011,4,2011,10,0,6,0,1,21,26,70.1,3,2235,3174,5409,,
282,10/9/2011,4,2011,10,0,7,0,1,22,26,72.8,4.3,2397,3114,5511,,
283,10/10/2011,4,2011,10,1,1,0,1,23,27,73.4,2.8,1514,3603,5117,,
284,10/11/2011,4,2011,10,0,2,1,2,23,27,80.9,9.6,667,3896,4563,,
285,10/12/2011,4,2011,10,0,3,1,3,22,26,90.6,16.6,217,2199,2416,,
286,10/13/2011,4,2011,10,0,4,1,2,24,28,89.7,9.5,290,2623,2913,,
287,10/14/2011,4,2011,10,0,5,1,2,23,26,71.6,15,529,3115,3644,,
288,10/15/2011,4,2011,10,0,6,0,1,21,25,48.3,17.3,1899,3318,5217,,
289,10/16/2011,4,2011,10,0,7,0,1,21,25,48.7,18.9,1748,3293,5041,,
290,10/17/2011,4,2011,10,0,1,1,1,22,26,58,11.8,713,3857,4570,,
291,10/18/2011,4,2011,10,0,2,1,2,22,26,70.2,7.4,637,4111,4748,,
292,10/19/2011,4,2011,10,0,3,1,3,22,26,89.5,16.3,254,2170,2424,,
293,10/20/2011,4,2011,10,0,4,1,1,20,23,63.6,28.3,471,3724,4195,,
294,10/21/2011,4,2011,10,0,5,1,1,18,21,57.4,14.8,676,3628,4304,,
295,10/22/2011,4,2011,10,0,6,0,1,17,21,62.9,6.2,1499,2809,4308,,
296,10/23/2011,4,2011,10,0,7,0,1,17,21,74.1,6.7,1619,2762,4381,,
297,10/24/2011,4,2011,10,0,1,1,1,19,23,77.2,8,699,3488,4187,,
298,10/25/2011,4,2011,10,0,2,1,1,19,23,62.3,11.2,695,3992,4687,,
299,10/26/2011,4,2011,10,0,3,1,2,20,24,72,10,404,3490,3894,,
300,10/27/2011,4,2011,10,0,4,1,2,19,23,81.3,13.3,240,2419,2659,,
301,10/28/2011,4,2011,10,0,5,1,2,14,16,58.6,15.4,456,3291,3747,,
302,10/29/2011,4,2011,10,0,6,0,3,10,11,88.3,23.5,57,570,627,,
303,10/30/2011,4,2011,10,0,7,0,1,13,16,62.4,11.8,885,2446,3331,,
304,10/31/2011,4,2011,10,0,1,1,1,14,18,70.3,7.1,362,3307,3669,,
